Time_Stamp,CPU_Usage,Ram_Usage,DataDir_DirectorySize,CPUtemperature
2016-09-30 09:20:01,10.1,18.0,17440624,59.1
2016-09-30 09:22:01,10.1,19.3,17473202,60.7
2016-09-30 09:24:01,10.1,19.3,17514670,59.1
2016-09-30 09:26:01,10.1,19.3,17565014,59.6
2016-09-30 09:28:01,10.1,19.1,17585748,58.0
2016-09-30 09:30:01,10.1,19.1,17609436,59.1
2016-09-30 09:32:02,10.1,18.8,17656826,59.1
2016-09-30 09:34:01,10.1,18.3,17674592,58.5
2016-09-30 09:36:01,10.1,18.4,17701248,59.1
2016-09-30 09:38:02,10.1,18.4,17733826,59.1
2016-09-30 09:40:01,10.1,18.4,17763443,58.5
2016-09-30 09:42:01,10.1,17.9,17790099,58.0
2016-09-30 09:44:01,10.1,17.5,17810833,59.1
2016-09-30 09:46:01,10.1,16.6,17849333,58.5
2016-09-30 09:48:01,10.1,16.6,17858216,58.0
2016-09-30 09:50:01,10.1,17.8,17893755,59.1
2016-09-30 09:52:01,10.1,18.1,17926333,58.5
2016-09-30 09:54:01,10.1,18.6,17955950,59.1
2016-09-30 09:56:01,10.1,19.2,17970755,58.5
2016-09-30 09:58:02,10.1,19.2,18015184,59.6
2016-09-30 10:00:01,10.1,19.2,18056645,60.1
2016-09-30 10:02:01,10.1,18.1,18071457,59.1
2016-09-30 10:04:02,10.1,18.0,18104035,59.1
2016-09-30 10:06:01,10.1,18.3,18115879,59.1
2016-09-30 10:08:01,10.1,18.4,18142535,59.6
2016-09-30 10:10:01,10.1,18.4,18178074,58.0
2016-09-30 10:12:01,10.1,18.1,18219535,59.1
2016-09-30 10:14:01,10.1,17.2,18255074,58.0
2016-09-30 10:16:01,10.1,16.6,18272847,57.5
2016-09-30 10:18:01,10.1,16.7,18287652,58.0
2016-09-30 10:20:01,10.1,17.6,18311347,58.0
2016-09-30 10:22:01,10.1,18.1,18323191,58.0
2016-09-30 10:24:01,10.1,18.1,18346886,58.0
2016-09-30 10:26:01,10.1,18.1,18370581,58.0
2016-09-30 10:28:01,10.1,18.2,18394269,58.0
2016-09-30 10:30:02,10.1,18.3,18426847,58.0
2016-09-30 10:32:01,10.1,18.3,18453503,58.0
2016-09-30 10:34:01,10.1,18.4,18483120,57.5
2016-09-30 10:36:02,10.1,18.7,18518659,58.0
2016-09-30 10:38:01,10.1,19.5,18542354,68.8
2016-09-30 10:40:02,10.1,19.5,18577893,63.4
2016-09-30 10:42:01,10.1,19.5,18610471,60.1
2016-09-30 10:44:01,10.1,18.9,18619354,58.5
2016-09-30 10:46:01,10.1,18.7,18657854,58.5
2016-09-30 10:48:01,10.1,17.6,18678588,59.1
2016-09-30 10:50:02,10.1,18.3,18711166,59.6
2016-09-30 10:52:01,10.1,18.3,18728939,59.1
2016-09-30 10:54:01,10.1,18.3,18746705,59.1
2016-09-30 10:56:01,10.1,19.3,18767439,67.7
2016-09-30 10:58:01,10.1,19.7,18811861,61.2
2016-09-30 11:00:02,10.1,19.7,18838517,60.1
2016-09-30 11:02:01,10.1,19.7,18868134,60.1
2016-09-30 11:04:01,10.1,19.3,18894790,60.1
2016-09-30 11:06:02,10.1,19.2,18933290,59.1
2016-09-30 11:08:01,10.1,18.4,18954017,59.1
2016-09-30 11:10:01,10.1,18.4,18983634,58.5
2016-09-30 11:12:02,10.1,18.3,18998446,58.0
2016-09-30 11:14:01,10.1,17.1,19031024,56.9
2016-09-30 11:16:02,10.1,16.9,19057680,58.0
2016-09-30 11:18:01,10.1,16.8,19087297,58.0
2016-09-30 11:20:01,10.1,19.0,19137641,58.5
2016-09-30 11:22:02,10.1,19.0,19176141,57.5
2016-09-30 11:24:01,10.1,19.0,19193914,59.1
2016-09-30 11:26:01,10.1,18.2,19220570,59.6
2016-09-30 11:28:01,10.1,18.2,19244258,58.5
2016-09-30 11:30:01,10.1,18.2,19262031,58.0
